0.54509	-2.3523	0.09825	0.43931	0.45017
0.54509	-2.1221	0.058623	0.42683	0.43083
0.54509	-0.42147	0.22139	-0.048296	0.2266
0.54509	-2.1174	-0.16705	-0.027435	0.16929
0.54588	-2.1158	-0.088956	-0.24704	0.26256
0.54588	-2.3531	0.097791	-0.25772	0.27566
0.54588	-1.585	0.1418	-0.42007	0.44336
0.54588	-1.5866	0.43247	-0.23239	0.49095
0.54667	-4.6549	-0.33489	0.75748	0.82818
0.54667	0.98382	0.49513	-0.64799	0.81552
0.54667	-1.5842	0.22044	-0.18928	0.29055
0.54667	-1.5858	0.30198	-0.60262	0.67405
0.54825	0.24281	3.6164	-0.42761	3.6416
0.54904	0.24392	3.8139	0.72237	3.8817
0.55142	0.24273	0.4887	-0.74052	0.88726
0.55695	-3.4811	-5.2764	5.813	7.8506
0.56091	-0.81697	0.48055	-0.10367	0.49161
0.56882	-2.0454	0.58418	0.36244	0.68748
0.56961	-2.0454	0.55964	0.28706	0.62896
0.57119	-0.77742	0.18133	0.0050075	0.18139
0.57673	1.83	-0.86741	-1.5746	1.7977
0.57673	-2.7573	-0.086195	0.11502	0.14373
0.57752	-3.5333	-0.50831	0.70575	0.86978
0.57831	-2.7494	0.09174	0.79067	0.79598
0.58306	1.135	0.21442	0.24996	0.32933
0.58543	-4.1653	-0.030962	0.59371	0.59452
0.58622	-2.2827	-0.69094	0.0058334	0.69096
0.59176	0.87332	0.42267	0.12291	0.44018
0.59176	0.87363	0.40438	0.16571	0.43702
0.59176	0.87324	0.42723	0.15315	0.45384
0.59176	-2.2819	0.12023	-0.12165	0.17104
0.59176	-2.0217	0.18678	0.44175	0.47961
0.59255	-2.2756	-0.36288	-0.29427	0.4672
0.59255	-2.2748	-0.79677	-0.028872	0.79725
0.59255	-2.2811	-0.021987	-0.10355	0.10586
0.59255	-2.2827	0.10966	-0.2928	0.31267
0.59255	-2.2819	0.043479	-0.74382	0.7451
0.59334	-2.376	-0.373	-0.55627	0.66975
0.59334	-2.274	-0.24653	0.024417	0.24774
0.59413	-2.2748	0.026809	0.28347	0.28474
0.59571	0.87332	5.2083	0.81679	5.272
0.59967	-2.8055	-0.072596	-0.13176	0.15043
0.60046	-4.4421	0.049133	0.53601	0.53826
0.60046	0.50297	0.4833	0.17175	0.51291
0.60046	-2.8048	0.1887	0.00048858	0.1887
0.60046	-2.8055	0.43401	-0.36451	0.56678
0.60125	-3.4447	0.0016427	0.90925	0.90925
0.60125	-1.3113	0.23681	-0.37192	0.44091
0.60441	-1.4514	3.8606	0.46274	3.8882
0.60837	-4.5038	-0.46362	0.62476	0.77799
0.6147	-2.2835	-0.27781	0.017416	0.27835
0.61549	-3.0697	-0.69445	6.4966	6.5336
0.61628	-3.0017	-0.0058125	1.2671	1.2671
0.61944	3.9267	-5.8499	-0.57306	5.8779
0.62656	0.93636	0.079274	0.067229	0.10395
0.62656	0.93636	0.17441	0.24205	0.29833
0.63131	0.9362	0.15472	0.21635	0.26598
0.63922	-2.592	-0.54737	-0.25186	0.60254
0.64792	5.2163	-0.0042553	-0.3878	0.38783
0.64792	4.2601	-0.11534	-0.56667	0.57829
0.64871	-1.7377	0.050302	0.023481	0.055512
0.64871	-1.7377	0.14387	0.089953	0.16967
0.64871	-1.7385	-0.10099	-0.92895	0.93441
0.65108	-0.78375	4.6993	-3.4034	5.8023
0.65583	-1.6325	1.6442	0.23824	1.6613
0.65662	-1.6325	2.2536	0.13022	2.2573
0.65662	-1.6325	2.275	0.43269	2.3157
0.65662	0.74581	0.67831	-0.22078	0.71334
0.65662	-2.6078	-0.45828	0.3386	0.5698
0.65741	0.067447	0.59387	-0.51992	0.78931
0.66295	5.1773	-0.15801	-0.40211	0.43204
0.67165	0.17945	0.54009	0.51034	0.74306
0.67244	-2.8649	-0.51538	5.6949	5.7181
0.67481	0.54877	0.33947	0.27599	0.43751
0.6756	-2.4836	-6.0182	6.438	8.8125
0.67956	-1.6404	0.38956	-0.020437	0.3901
0.67956	-3.9636	-0.12592	5.3877	5.3892
0.68035	-1.6396	-0.0010781	-0.27666	0.27666
0.68035	-2.9131	0.74118	0.18747	0.76453
0.68035	-1.0234	0.096898	-0.16074	0.18768
0.68114	-2.2115	-0.13305	-0.16729	0.21375
0.68114	-0.22475	0.11186	0.13296	0.17375
0.68193	-0.22522	0.67433	-0.0098218	0.6744
0.6843	0.88835	5.2685	-0.4951	5.2918
0.68509	-1.0962	4.2566	-1.6302	4.5581
0.68589	-2.2661	-0.019769	0.36755	0.36808
0.68747	-1.8002	0.75825	-0.40425	0.85926
0.68905	-2.2669	-0.19083	-0.027164	0.19275
0.69538	-2.2732	-0.78567	-0.6268	1.005
0.69617	-5.4222	-0.89557	0.30522	0.94619
0.69696	0.68387	0.47024	0.19993	0.51097
0.69696	0.68372	0.69029	-0.29197	0.7495
0.69696	0.68277	0.46627	-0.36373	0.59136
0.69775	0.68387	0.40683	0.24034	0.47252
0.69775	-1.6807	-0.28267	0.18681	0.33882
0.70329	-2.8285	-0.3545	1.0386	1.0974
0.70487	-0.82725	0.25688	0.13877	0.29197
0.70724	5.5337	-5.4202	-0.44612	5.4385
0.70962	4.416	-0.50836	-0.66902	0.84028
0.7112	-2.6632	-0.29784	-0.18832	0.35239
0.71199	1.3943	0.35118	-0.31573	0.47224
0.71832	-3.6005	-0.84408	6.4332	6.4883
